CustomerID,Age,City,MonthsAsCustomer,AvgMonthlySpend,AvgItemsPerVisit,PreferredCategory,Churned
5066,53,Mumbai,19,5516.33,33,Electronics,0
5067,36,Bengaluru,36,1082.97,24,Apparel,1
5068,56,Mumbai,21,1810.67,22,Apparel,1
5069,28,Thane,23,4005.9,26,Groceries,0
5070,47,Kolkata,59,5687.44,35,Groceries,0
5071,33,Delhi,76,4271.96,35,Home Goods,0
5072,60,Bengaluru,51,5991.56,35,Home Goods,0
5073,53,Thane,22,3206.5,29,Home Goods,1
5074,24,Bengaluru,25,6344.94,16,Electronics,0
5075,21,Mumbai,13,2211.18,9,Home Goods,1
5076,33,Delhi,29,7059.73,8,Groceries,0
5077,44,Kolkata,36,4084.81,39,Groceries,0
5078,27,Thane,52,4461.58,30,Electronics,0
5079,47,Thane,21,4485.88,29,Electronics,0
5080,37,Bengaluru,49,5086.09,24,Groceries,0
5081,39,Mumbai,17,4507.8,9,Apparel,1
5082,37,Mumbai,83,2504.32,38,Apparel,0
5083,38,Kolkata,8,7363.41,19,Electronics,1
5084,60,Bengaluru,26,1703.07,31,Apparel,1
5085,31,Delhi,14,3968.85,31,Home Goods,1
5086,46,Kolkata,11,3587.3,20,Home Goods,1
5087,31,Mumbai,48,3279.57,13,Electronics,0
5088,54,Delhi,52,3719.53,18,Apparel,0
5089,56,Kolkata,22,635.45,19,Apparel,1
5090,39,Delhi,39,2864.68,9,Groceries,0
5091,56,Bengaluru,40,4340.63,11,Electronics,0
5092,60,Delhi,74,2555.63,38,Groceries,0
5093,61,Mumbai,52,1333.3,24,Home Goods,0
5094,23,Delhi,29,4018.73,21,Apparel,0
5095,55,Mumbai,38,3821.03,27,Electronics,0
5096,51,Mumbai,80,4001.36,37,Groceries,0
5097,59,Delhi,48,2391.12,30,Electronics,0
5098,29,Thane,42,5238.83,28,Apparel,0
5099,61,Thane,72,892.47,25,Apparel,0
5100,26,Delhi,21,4474.16,5,Home Goods,0
5101,39,Mumbai,55,1468.44,36,Home Goods,0
5102,41,Kolkata,9,1855.08,23,Home Goods,1
5103,57,Kolkata,7,2327.27,6,Groceries,1
5104,41,Mumbai,43,3038.28,22,Home Goods,0
5105,58,Delhi,70,6478.64,14,Apparel,0
5106,45,Kolkata,44,5856.37,24,Groceries,0
5107,30,Bengaluru,29,2135.15,31,Groceries,0
5108,26,Thane,47,4857.03,27,Home Goods,0
5109,29,Kolkata,10,2361.44,25,Groceries,1
5110,60,Kolkata,41,3891.09,11,Home Goods,0
5111,22,Bengaluru,56,5804.5,14,Home Goods,0
5112,63,Bengaluru,24,3570.16,36,Apparel,0
5113,60,Thane,16,7356.71,15,Home Goods,1
5114,28,Thane,62,3266.58,7,Groceries,0
5115,61,Delhi,26,2749.31,32,Groceries,0
5116,21,Mumbai,36,4716.22,33,Groceries,0
5117,52,Mumbai,41,3224.67,8,Apparel,0
5118,22,Kolkata,51,4656.05,20,Groceries,0
5119,43,Kolkata,82,1122.91,9,Apparel,0
5120,56,Mumbai,40,1922.74,21,Electronics,0
5121,52,Delhi,37,3370.11,27,Groceries,0
5122,55,Delhi,64,1626.89,25,Home Goods,0
5123,36,Mumbai,36,6727.41,10,Electronics,0
5124,44,Kolkata,75,4131.05,26,Electronics,0
5125,57,Kolkata,62,2915.72,35,Groceries,0
5126,20,Bengaluru,37,3277.1,36,Groceries,0
5127,58,Delhi,7,3622.44,5,Apparel,1
5128,45,Thane,55,4186.37,19,Apparel,0
5129,21,Kolkata,68,4546.96,6,Apparel,0
5130,63,Kolkata,43,4549.72,24,Electronics,0
5131,39,Bengaluru,62,2450.79,15,Apparel,0
5132,32,Mumbai,46,5575.41,28,Groceries,0
5133,19,Thane,53,1909.27,7,Groceries,0
5134,39,Bengaluru,24,2258.38,37,Groceries,1
5135,25,Delhi,65,5211.51,11,Groceries,0
5136,62,Kolkata,28,2514.56,27,Apparel,0
5137,37,Delhi,21,2778.05,5,Apparel,1
5138,48,Delhi,82,938.75,16,Apparel,0
5139,25,Bengaluru,59,1507.81,13,Apparel,0
5140,45,Thane,39,3606.15,13,Electronics,0
5141,31,Delhi,82,4002.99,17,Electronics,0
5142,62,Delhi,21,2201.88,33,Apparel,1
5143,27,Mumbai,69,3622.77,27,Apparel,0
5144,62,Thane,76,3539.3,13,Electronics,0
5145,38,Mumbai,39,3883.2,30,Apparel,0
5146,25,Kolkata,72,3827.06,27,Apparel,0
5147,50,Mumbai,10,3760.35,33,Home Goods,1
5148,33,Delhi,58,2859.13,7,Home Goods,0
5149,51,Kolkata,45,2843.14,32,Apparel,0
5150,22,Thane,67,4406.48,26,Electronics,0
5151,26,Mumbai,37,3422.47,39,Apparel,0
5152,33,Kolkata,76,4424.63,15,Apparel,0
5153,29,Delhi,82,2907.2,8,Electronics,0
5154,36,Thane,68,1865.3,19,Electronics,0
5155,41,Delhi,61,2504.41,36,Groceries,0
5156,23,Thane,17,5339.43,12,Electronics,1
5157,36,Mumbai,51,1603.59,19,Electronics,0
5158,28,Kolkata,21,4606.95,22,Electronics,0
5159,37,Kolkata,76,4941.73,31,Home Goods,0
5160,41,Bengaluru,69,4398.68,12,Groceries,0
5161,47,Mumbai,72,1847.49,7,Apparel,0
5162,43,Mumbai,45,4835.53,27,Groceries,0
5163,25,Delhi,82,4563.0,26,Electronics,0
5164,23,Bengaluru,72,6380.52,9,Groceries,0
5165,60,Kolkata,37,3477.65,26,Groceries,0
5166,27,Delhi,31,3234.8,35,Apparel,0
5167,64,Delhi,79,2899.25,32,Home Goods,0
5168,55,Delhi,76,3802.55,14,Electronics,0
5169,62,Delhi,25,2112.47,16,Groceries,1
5170,39,Delhi,22,3188.66,14,Apparel,1
5171,27,Delhi,66,4321.84,18,Home Goods,0
5172,33,Kolkata,37,3510.13,38,Apparel,0
5173,52,Bengaluru,59,2411.86,11,Electronics,0
5174,56,Bengaluru,29,2624.65,35,Home Goods,0
5175,57,Delhi,19,1323.25,12,Electronics,1
5176,52,Bengaluru,54,3667.02,22,Groceries,0
5177,63,Mumbai,53,3266.3,19,Groceries,0
5178,51,Delhi,48,5247.73,28,Home Goods,0
5179,50,Kolkata,62,4467.63,19,Electronics,0
5180,32,Mumbai,71,3179.76,18,Apparel,0
5181,21,Thane,27,4549.48,24,Groceries,0
5182,62,Kolkata,32,6031.62,21,Apparel,0
5183,34,Kolkata,12,2211.64,29,Electronics,1
5184,43,Delhi,76,5158.88,37,Apparel,0
5185,47,Delhi,21,945.05,7,Electronics,1
5186,40,Kolkata,31,3606.16,7,Home Goods,0
5187,19,Delhi,27,3863.39,32,Groceries,0
5188,20,Bengaluru,8,4453.42,27,Home Goods,1
5189,59,Delhi,50,4618.07,6,Electronics,0
5190,62,Bengaluru,26,2336.62,29,Home Goods,1
5191,40,Mumbai,70,1559.98,24,Apparel,0
5192,23,Mumbai,65,5384.39,16,Home Goods,0
5193,43,Delhi,42,1991.07,14,Home Goods,0
5194,20,Thane,19,1318.08,34,Electronics,1
5195,26,Thane,10,2020.16,15,Apparel,1
5196,61,Bengaluru,53,2742.74,32,Home Goods,0
5197,40,Delhi,49,5308.99,8,Electronics,0
5198,58,Thane,41,3708.29,26,Apparel,0
5199,46,Thane,54,1779.92,20,Home Goods,0
5200,19,Kolkata,18,1740.78,39,Apparel,1
5201,23,Delhi,8,5325.47,13,Apparel,1
5202,46,Bengaluru,41,3116.28,15,Groceries,0
5203,45,Mumbai,25,4118.19,11,Apparel,0
5204,51,Thane,53,3607.86,14,Apparel,0
5205,40,Delhi,37,2132.22,26,Groceries,0
5206,19,Bengaluru,19,6134.45,22,Groceries,0
5207,42,Delhi,79,3189.96,26,Groceries,0
5208,23,Bengaluru,64,1393.59,17,Electronics,0
5209,50,Delhi,71,2455.2,32,Electronics,0
5210,23,Mumbai,54,4612.54,8,Electronics,0
5211,42,Thane,27,600.1,27,Home Goods,1
5212,64,Kolkata,67,2166.2,21,Electronics,0
5213,56,Kolkata,47,2949.29,6,Electronics,0
5214,59,Kolkata,57,4326.71,15,Groceries,0
5215,21,Bengaluru,64,1244.77,18,Home Goods,0
5216,55,Mumbai,19,3232.55,17,Groceries,1
5217,45,Mumbai,64,5160.85,16,Groceries,0
5218,50,Bengaluru,50,4520.65,32,Electronics,0
5219,52,Thane,40,4730.59,16,Electronics,0
5220,19,Thane,13,5469.18,33,Home Goods,1
5221,56,Delhi,70,5299.83,22,Electronics,0
5222,29,Bengaluru,22,4422.44,31,Groceries,0
5223,27,Mumbai,79,3513.39,21,Groceries,0
5224,64,Delhi,66,2557.25,22,Home Goods,0
5225,21,Kolkata,52,3879.45,34,Electronics,0
5226,28,Mumbai,23,3482.42,15,Apparel,0
5227,56,Thane,82,4613.47,37,Groceries,0
5228,54,Mumbai,24,2400.59,15,Apparel,1
5229,21,Delhi,7,5606.08,30,Groceries,1
5230,33,Delhi,8,2452.47,11,Home Goods,1
5231,44,Kolkata,10,5091.14,13,Electronics,1
5232,62,Bengaluru,18,6112.12,25,Groceries,0
5233,59,Thane,39,5901.9,26,Electronics,0
5234,28,Thane,43,500.0,38,Groceries,1
5235,21,Bengaluru,14,3146.02,37,Apparel,1
5236,53,Kolkata,8,4008.99,39,Electronics,1
5237,26,Mumbai,22,1934.88,17,Groceries,1
5238,56,Delhi,8,2584.67,28,Apparel,1
5239,49,Thane,20,2912.91,7,Groceries,1
5240,53,Bengaluru,55,1676.94,28,Apparel,0
5241,63,Mumbai,17,3104.44,32,Electronics,1
5242,40,Mumbai,71,3880.06,32,Groceries,0
5243,52,Mumbai,26,2178.29,15,Electronics,1
5244,29,Mumbai,15,3205.6,32,Groceries,1
5245,46,Bengaluru,46,4385.24,10,Electronics,0
5246,33,Kolkata,46,3848.94,33,Apparel,0
5247,31,Delhi,47,4518.02,11,Groceries,0
5248,39,Mumbai,19,4032.63,6,Home Goods,1
5249,53,Bengaluru,70,2379.06,33,Home Goods,0
5250,51,Kolkata,48,3582.54,24,Groceries,0
5251,58,Thane,10,4905.97,19,Electronics,1
5252,39,Kolkata,53,4492.66,12,Apparel,0
5253,55,Delhi,36,3325.46,21,Groceries,0
5254,31,Delhi,42,2833.01,37,Electronics,0
5255,21,Bengaluru,45,5315.38,34,Home Goods,0
5256,59,Delhi,22,4094.76,18,Apparel,0
5257,62,Mumbai,46,6128.77,5,Electronics,0
5258,64,Bengaluru,48,5060.13,33,Home Goods,0
5259,31,Mumbai,8,3882.53,39,Electronics,1
5260,32,Bengaluru,27,3349.45,28,Home Goods,0
5261,33,Mumbai,64,3859.44,24,Home Goods,0
5262,38,Mumbai,67,4623.27,6,Groceries,0
5263,43,Thane,69,4743.8,34,Home Goods,0
5264,46,Delhi,59,500.0,30,Groceries,1
5265,24,Kolkata,30,6263.76,8,Home Goods,0
5266,19,Kolkata,31,500.0,37,Electronics,1
5267,23,Thane,6,3214.35,15,Electronics,1
5268,23,Mumbai,24,2601.55,34,Apparel,1
5269,49,Bengaluru,44,5259.74,19,Home Goods,0
5270,53,Delhi,8,1858.91,13,Groceries,1
5271,25,Thane,76,3093.33,10,Electronics,0
5272,27,Mumbai,57,2132.32,15,Groceries,0
5273,40,Kolkata,24,4331.41,35,Home Goods,0
5274,37,Mumbai,11,660.12,37,Apparel,1
5275,42,Kolkata,28,2646.63,39,Home Goods,0
5276,20,Thane,41,3864.75,17,Home Goods,0
5277,47,Thane,76,4859.43,39,Apparel,0
5278,62,Thane,32,2155.88,35,Apparel,0
5279,44,Delhi,22,5434.96,10,Apparel,0
5280,26,Bengaluru,14,500.0,30,Groceries,1
5281,60,Delhi,36,1784.75,39,Home Goods,0
5282,51,Bengaluru,64,3172.4,20,Electronics,0
5283,56,Delhi,69,2192.08,11,Home Goods,0
5284,57,Delhi,44,3721.8,32,Apparel,0
5285,41,Bengaluru,36,6463.33,27,Apparel,0
5286,47,Kolkata,48,3091.31,12,Electronics,0
5287,51,Thane,76,3076.79,23,Home Goods,0
5288,24,Bengaluru,70,2200.56,17,Home Goods,0
5289,45,Mumbai,40,4917.27,38,Groceries,0
5290,22,Delhi,65,2630.86,20,Groceries,0
5291,62,Kolkata,23,3158.57,12,Groceries,0
5292,54,Bengaluru,61,3447.45,19,Groceries,0
5293,20,Bengaluru,24,2614.49,13,Groceries,1
5294,30,Bengaluru,59,2158.45,18,Apparel,0
5295,30,Thane,34,7069.78,30,Apparel,0
5296,52,Bengaluru,6,5092.32,17,Home Goods,1
5297,57,Thane,22,1449.74,12,Groceries,1
5298,27,Kolkata,56,2487.46,13,Home Goods,0
5299,23,Kolkata,71,1375.9,14,Electronics,0
5300,41,Mumbai,71,618.3,27,Groceries,0
5301,24,Mumbai,12,5093.71,33,Apparel,1
5302,38,Kolkata,17,3160.81,14,Home Goods,1
5303,31,Mumbai,58,4184.51,6,Apparel,0
5304,60,Mumbai,69,4442.58,30,Electronics,0
5305,64,Kolkata,28,6423.83,25,Electronics,0
5306,34,Mumbai,57,6338.48,39,Home Goods,0
5307,50,Delhi,42,5104.89,6,Electronics,0
5308,49,Thane,59,4602.17,6,Apparel,0
5309,53,Thane,82,1826.92,39,Electronics,0
5310,61,Kolkata,13,2345.12,19,Groceries,1
5311,59,Bengaluru,81,3299.37,36,Groceries,0
5312,37,Bengaluru,19,3244.68,21,Electronics,1
5313,43,Delhi,40,3069.47,35,Electronics,0
5314,21,Thane,39,3305.37,15,Groceries,0
5315,49,Thane,66,3613.5,16,Home Goods,0
5316,42,Thane,65,1983.11,35,Groceries,0
5317,59,Mumbai,58,2470.11,11,Home Goods,0
5318,61,Mumbai,20,2994.2,36,Electronics,1
5319,34,Delhi,28,1067.67,12,Apparel,1
5320,22,Mumbai,32,2768.68,34,Groceries,0
5321,39,Delhi,67,2671.54,36,Electronics,0
5322,38,Kolkata,48,5195.87,37,Groceries,0
5323,45,Thane,26,5288.43,39,Electronics,0
5324,28,Bengaluru,68,6536.01,39,Groceries,0
5325,23,Delhi,79,1739.19,20,Home Goods,0
5326,47,Delhi,79,2713.85,37,Groceries,0
5327,50,Delhi,21,1698.57,18,Home Goods,1
5328,47,Kolkata,60,4471.39,38,Electronics,0
5329,38,Delhi,57,2954.8,13,Home Goods,0
5330,28,Mumbai,63,1362.37,9,Apparel,0
5331,32,Bengaluru,40,5607.92,27,Electronics,0
5332,45,Delhi,61,5669.91,29,Apparel,0
5333,39,Mumbai,26,8410.72,35,Groceries,0
5334,32,Delhi,44,6777.15,22,Apparel,0
5335,31,Bengaluru,16,611.08,28,Home Goods,1
5336,44,Delhi,60,3523.27,5,Electronics,0
5337,46,Bengaluru,16,4157.25,16,Electronics,1
5338,45,Mumbai,27,3751.14,22,Apparel,0
5339,56,Thane,44,2744.36,12,Apparel,0
5340,38,Mumbai,11,3400.93,18,Electronics,1
5341,62,Bengaluru,41,6488.54,25,Apparel,0
5342,47,Thane,16,3452.03,20,Home Goods,1
5343,33,Mumbai,82,1763.39,38,Home Goods,0
5344,29,Thane,28,2675.67,8,Apparel,0
5345,24,Thane,70,4377.03,33,Groceries,0
5346,50,Delhi,35,1517.96,7,Electronics,1
5347,57,Bengaluru,29,2697.54,33,Groceries,0
5348,57,Thane,54,2587.64,30,Groceries,0
5349,42,Delhi,83,3656.23,23,Home Goods,0
5350,31,Thane,47,2046.9,25,Groceries,0
5351,42,Kolkata,49,1616.21,22,Apparel,0
5352,64,Mumbai,65,4348.69,18,Electronics,0
5353,34,Delhi,63,3326.96,10,Groceries,0
5354,55,Thane,31,2904.66,30,Apparel,0
5355,53,Thane,62,3159.14,39,Home Goods,0
5356,43,Bengaluru,72,4332.25,19,Home Goods,0
5357,34,Thane,75,5614.14,26,Apparel,0
5358,35,Bengaluru,13,1841.51,33,Apparel,1
5359,22,Thane,79,5653.12,18,Home Goods,0
5360,23,Mumbai,65,1819.05,29,Home Goods,0
5361,38,Thane,82,609.99,20,Apparel,0
5362,26,Delhi,9,5268.11,22,Groceries,1
5363,63,Bengaluru,32,3208.5,23,Groceries,0
5364,33,Mumbai,15,5233.21,26,Groceries,1
5365,22,Kolkata,17,5873.41,12,Groceries,1
5366,18,Bengaluru,22,5121.74,9,Home Goods,0
5367,45,Mumbai,48,5244.72,15,Home Goods,0
5368,38,Mumbai,50,5325.09,6,Home Goods,0
5369,31,Delhi,22,1377.84,10,Electronics,1
5370,63,Thane,56,6127.78,17,Apparel,0
5371,55,Mumbai,26,4614.79,39,Apparel,0
5372,55,Bengaluru,16,3362.2,39,Apparel,1
5373,39,Thane,28,3809.52,35,Groceries,0
5374,45,Thane,34,1553.94,27,Apparel,1
5375,54,Delhi,70,5047.5,22,Electronics,0
5376,48,Kolkata,56,4321.05,24,Home Goods,0
5377,34,Mumbai,76,4270.81,39,Electronics,0
5378,19,Mumbai,72,2205.0,14,Electronics,0
5379,51,Thane,46,3390.08,30,Apparel,0
5380,50,Delhi,31,3257.63,36,Apparel,0
5381,39,Kolkata,25,5264.11,26,Electronics,0
5382,33,Mumbai,18,1252.79,32,Electronics,1
5383,35,Bengaluru,19,1759.13,10,Electronics,1
5384,39,Thane,39,3679.04,34,Home Goods,0
5385,64,Mumbai,82,7223.77,31,Electronics,0
5386,39,Thane,12,2184.67,35,Apparel,1
5387,53,Delhi,8,6987.4,28,Electronics,1
5388,63,Thane,7,4043.26,31,Home Goods,1
5389,59,Delhi,16,4270.53,34,Apparel,1
5390,43,Mumbai,35,1883.08,23,Electronics,0
5391,63,Mumbai,39,3230.74,34,Apparel,0
5392,51,Kolkata,39,2899.28,18,Home Goods,0
5393,33,Delhi,59,3601.92,33,Home Goods,0
5394,59,Bengaluru,11,2174.33,26,Apparel,1
5395,45,Kolkata,14,4225.29,6,Groceries,1
5396,20,Mumbai,62,2730.13,37,Apparel,0
5397,42,Thane,76,3305.71,36,Home Goods,0
5398,63,Kolkata,77,2027.43,26,Groceries,0
5399,51,Bengaluru,26,6400.3,8,Groceries,0
5400,58,Mumbai,23,3738.82,33,Apparel,0
5401,19,Delhi,8,4373.46,9,Electronics,1
5402,52,Mumbai,41,2808.09,8,Home Goods,0
5403,30,Kolkata,83,4256.81,32,Groceries,0
5404,61,Mumbai,49,500.0,30,Apparel,1
5405,37,Thane,77,1667.06,31,Groceries,0
5406,51,Thane,69,2873.79,8,Apparel,0
5407,43,Thane,63,3122.28,16,Groceries,0
5408,47,Thane,43,3617.81,22,Apparel,0
5409,59,Kolkata,47,3935.03,31,Groceries,0
5410,33,Thane,53,1673.58,7,Home Goods,0
5411,60,Mumbai,15,3461.99,38,Groceries,1
5412,19,Kolkata,34,5204.36,28,Electronics,0
5413,38,Mumbai,58,3804.3,26,Groceries,0
5414,19,Delhi,75,5446.16,9,Apparel,0
5415,55,Mumbai,9,5023.07,8,Home Goods,1
5416,55,Delhi,7,3680.45,14,Electronics,1
5417,25,Thane,46,3259.09,24,Apparel,0
5418,29,Thane,40,3227.31,6,Home Goods,0
5419,59,Mumbai,8,954.4,39,Home Goods,1
5420,23,Bengaluru,59,5074.85,24,Groceries,0
5421,50,Thane,76,6751.59,15,Apparel,0
5422,57,Kolkata,27,5866.93,39,Home Goods,0
5423,52,Thane,10,591.11,11,Home Goods,1
5424,46,Mumbai,42,2776.87,6,Home Goods,0
5425,40,Mumbai,11,1554.46,32,Groceries,1
5426,47,Thane,39,4468.09,36,Groceries,0
5427,63,Kolkata,37,5530.92,31,Home Goods,0
5428,52,Delhi,23,3992.79,33,Electronics,0
5429,29,Bengaluru,12,7187.45,36,Electronics,1
5430,26,Bengaluru,26,2639.51,6,Home Goods,0
5431,49,Kolkata,47,4382.19,13,Apparel,0
5432,51,Mumbai,13,5682.41,38,Electronics,1
5433,64,Bengaluru,29,4135.6,24,Home Goods,0
5434,53,Kolkata,32,2445.02,34,Apparel,0
5435,47,Thane,68,5944.75,35,Groceries,0
5436,50,Mumbai,9,6531.5,13,Electronics,1
5437,25,Thane,11,500.0,35,Groceries,1
5438,20,Mumbai,54,3635.75,38,Groceries,0
5439,29,Delhi,69,3505.06,19,Electronics,0
5440,57,Kolkata,66,3376.42,18,Electronics,0
5441,45,Mumbai,60,2846.34,15,Home Goods,0
5442,23,Delhi,63,4040.3,9,Groceries,0
5443,42,Thane,65,4572.81,35,Apparel,0
5444,34,Delhi,83,3597.77,14,Electronics,0
5445,62,Thane,56,3603.34,6,Groceries,0
5446,22,Thane,19,3907.36,37,Apparel,1
5447,36,Kolkata,57,993.99,25,Home Goods,0
5448,59,Delhi,28,3726.17,19,Groceries,0
5449,41,Kolkata,77,4698.66,24,Apparel,0
5450,52,Delhi,31,4359.28,38,Apparel,0
5451,29,Mumbai,32,2043.74,37,Groceries,0
5452,62,Bengaluru,23,3927.0,15,Home Goods,0
5453,50,Mumbai,29,1230.62,10,Home Goods,1
5454,61,Mumbai,64,5868.21,24,Groceries,0
5455,35,Delhi,23,1375.35,11,Home Goods,1
5456,36,Delhi,68,3852.54,19,Electronics,0
5457,59,Thane,57,5421.52,26,Apparel,0
5458,22,Mumbai,77,2721.12,16,Electronics,0
5459,42,Mumbai,76,3876.57,37,Electronics,0
5460,18,Kolkata,17,4932.62,37,Apparel,1
5461,44,Kolkata,25,4389.44,6,Apparel,0
5462,51,Kolkata,34,3653.0,9,Groceries,0
5463,26,Thane,37,3291.9,35,Groceries,0
5464,32,Mumbai,31,3334.74,33,Home Goods,0
5465,33,Delhi,25,3955.83,6,Groceries,0
5466,26,Thane,31,4942.64,20,Groceries,0
5467,20,Kolkata,10,2932.4,24,Home Goods,1
5468,55,Thane,46,3656.6,26,Electronics,0
5469,43,Mumbai,65,4935.85,30,Apparel,0
5470,44,Kolkata,59,4253.86,18,Home Goods,0
5471,54,Mumbai,57,4854.43,10,Home Goods,0
5472,36,Bengaluru,65,4639.52,20,Groceries,0
5473,53,Mumbai,10,506.19,10,Groceries,1
5474,34,Bengaluru,49,5877.87,12,Apparel,0
5475,21,Kolkata,81,4277.4,16,Home Goods,0
5476,60,Delhi,69,3540.29,38,Apparel,0
5477,42,Thane,48,4220.47,11,Apparel,0
5478,32,Mumbai,17,2127.78,30,Home Goods,1
5479,57,Delhi,46,2204.33,13,Home Goods,0
5480,35,Mumbai,70,2536.21,5,Apparel,0
5481,18,Thane,60,2914.49,17,Home Goods,0
5482,21,Thane,17,1067.35,23,Groceries,1
5483,46,Mumbai,56,1827.72,34,Apparel,0
5484,58,Delhi,72,2229.14,24,Electronics,0
5485,40,Bengaluru,14,500.0,8,Home Goods,1
5486,64,Bengaluru,58,3863.39,21,Electronics,0
5487,54,Thane,14,4397.49,23,Apparel,1
5488,26,Delhi,82,6477.69,16,Electronics,0
5489,40,Bengaluru,34,2668.19,19,Home Goods,0
5490,44,Kolkata,58,3336.24,31,Apparel,0
5491,39,Bengaluru,67,2840.06,30,Groceries,0
5492,61,Bengaluru,82,500.0,5,Apparel,1
5493,35,Kolkata,55,4317.31,7,Groceries,0
5494,50,Delhi,82,4359.1,32,Apparel,0
5495,63,Bengaluru,59,2344.21,29,Home Goods,0
5496,24,Mumbai,21,1350.42,35,Apparel,1
5497,33,Bengaluru,23,3273.04,36,Electronics,0
5498,28,Bengaluru,32,2360.2,26,Home Goods,0
5499,47,Delhi,38,4774.81,18,Electronics,0
5500,24,Thane,43,2072.66,31,Home Goods,0
5501,64,Kolkata,6,1943.11,39,Groceries,1
5502,31,Bengaluru,23,4640.75,38,Home Goods,0
5503,46,Mumbai,69,1850.23,29,Home Goods,0
5504,49,Kolkata,66,3225.05,30,Electronics,0
5505,51,Thane,69,3157.94,38,Home Goods,0
5506,43,Bengaluru,19,3378.46,35,Groceries,1
5507,56,Mumbai,15,4547.67,25,Electronics,1
5508,50,Thane,25,1781.1,27,Home Goods,1
5509,59,Bengaluru,82,2714.27,27,Electronics,0
5510,42,Thane,8,2962.21,24,Electronics,1
5511,63,Thane,11,3201.29,19,Apparel,1
5512,38,Thane,56,1358.22,5,Home Goods,0
5513,44,Kolkata,68,2725.15,36,Home Goods,0
5514,21,Delhi,82,5562.58,22,Apparel,0
5515,18,Kolkata,31,3902.6,32,Groceries,0
5516,28,Thane,22,4159.0,25,Home Goods,0
5517,63,Kolkata,75,1863.3,28,Electronics,0
5518,63,Mumbai,30,1851.61,18,Apparel,1
5519,44,Kolkata,83,4753.68,17,Home Goods,0
5520,41,Kolkata,22,4937.5,37,Groceries,0
5521,31,Mumbai,51,500.0,17,Groceries,1
5522,54,Mumbai,34,2751.5,17,Groceries,0
5523,33,Thane,60,3477.66,18,Apparel,0
5524,30,Mumbai,14,2458.01,5,Home Goods,1
5525,64,Bengaluru,10,3919.03,36,Electronics,1
5526,49,Mumbai,28,2081.33,18,Apparel,1
5527,44,Thane,48,4859.95,14,Apparel,0
5528,48,Mumbai,7,5326.18,27,Home Goods,1
5529,56,Kolkata,46,2470.77,20,Groceries,0
5530,52,Mumbai,26,5885.87,35,Home Goods,0
5531,21,Kolkata,27,3808.57,32,Apparel,0
5532,58,Mumbai,66,2762.98,28,Home Goods,0
5533,50,Mumbai,59,3840.9,35,Electronics,0
5534,29,Thane,67,4795.33,9,Home Goods,0
5535,22,Thane,64,3854.89,18,Groceries,0
5536,42,Mumbai,54,2522.24,32,Home Goods,0
5537,64,Mumbai,73,7112.02,18,Apparel,0
5538,57,Delhi,43,2381.06,22,Home Goods,0
5539,51,Kolkata,15,5836.02,21,Home Goods,1
5540,53,Delhi,63,5432.1,10,Apparel,0
5541,24,Bengaluru,81,5355.33,15,Groceries,0
5542,63,Kolkata,63,3556.38,18,Electronics,0
5543,19,Bengaluru,56,4554.36,36,Apparel,0
5544,53,Mumbai,55,4874.42,12,Electronics,0
5545,54,Thane,7,2471.93,13,Groceries,1
5546,21,Mumbai,62,543.43,33,Electronics,1
5547,48,Thane,77,1746.28,5,Apparel,0
5548,20,Bengaluru,36,2670.83,14,Home Goods,0
5549,32,Mumbai,8,6600.42,22,Apparel,1
5550,35,Thane,10,4125.89,39,Electronics,1
5551,56,Kolkata,55,2157.32,26,Apparel,0
5552,53,Kolkata,18,3128.47,14,Groceries,1
5553,50,Kolkata,52,5745.87,20,Apparel,0
5554,63,Bengaluru,70,1764.2,32,Home Goods,0
5555,57,Kolkata,51,2909.03,37,Home Goods,0
5556,36,Kolkata,18,1966.06,23,Electronics,1
5557,32,Bengaluru,59,3759.79,19,Electronics,0
5558,57,Bengaluru,79,4240.61,38,Electronics,0
5559,43,Mumbai,74,3322.4,36,Electronics,0
5560,52,Delhi,34,7208.6,21,Apparel,0
5561,59,Delhi,8,3394.81,23,Apparel,1
5562,50,Thane,14,1777.47,18,Electronics,1
5563,20,Kolkata,36,4803.54,7,Groceries,0
5564,21,Kolkata,12,4189.52,26,Electronics,1
5565,38,Mumbai,46,3195.93,37,Electronics,0
5566,45,Thane,60,3336.33,11,Electronics,0
5567,31,Thane,53,3977.99,23,Home Goods,0
5568,48,Bengaluru,78,4021.1,30,Home Goods,0
5569,31,Bengaluru,39,1252.13,16,Apparel,1
5570,25,Delhi,24,3448.49,38,Groceries,0
5571,46,Kolkata,9,3027.79,33,Electronics,1
5572,20,Kolkata,67,1087.31,22,Apparel,0
5573,20,Kolkata,26,3403.5,9,Electronics,0
5574,26,Bengaluru,82,1779.75,6,Groceries,0
5575,55,Delhi,62,5531.93,6,Electronics,0
5576,31,Thane,45,3296.03,37,Apparel,0
5577,19,Kolkata,21,2576.68,29,Electronics,1
5578,39,Mumbai,74,2434.09,31,Groceries,0
5579,51,Mumbai,11,3390.31,23,Groceries,1
5580,30,Mumbai,9,3463.64,36,Electronics,1
5581,46,Mumbai,68,3910.48,32,Home Goods,0
5582,56,Mumbai,74,3777.62,35,Electronics,0
5583,56,Mumbai,10,1399.77,22,Apparel,1
5584,38,Delhi,40,3486.19,39,Home Goods,0
5585,62,Mumbai,79,2926.05,36,Apparel,0
